text,score
মদ খা খানকির পোলা মদ না খাইলে তুই শব্দ বোমা নিক্ষেপ করতে পারবিনা মদ খা তরজন্য মদ সৃষ্ঠি তুই খাবি তর বাপ খাবি,1
মদ খা শালির ঘরের শালি মদ খা মদ না খেলে তোদের মাথা ঠিক থাকেনা,1
মদ খা হলার পো মদ না খাইলে তুই মানুষ হইবিনা,1
মদ খাইছোর নাকি,1
মধ্য রাতের খাবার,1
মন গুলা পড় পড়েই তোমার মন ভাল হওয়ার,1
মন নিলা যে,2
মন নিলা যে,2
মন মেজাজ খুব খারাপ স্যার কলরেট বাড়ানোর কারন তো গাছে ধরে না তাই যা ইচ্ছা তাইই করছেন মিনিটরেট নেটরেট সবই বাংলাদেশে কি দাম না,2
মন সুফিয়ানা,2
মনটা খারাপ কমেন্ট পড়তে আসলাম,1
মনির হোসাইন,2
মনির হোসেন রাজু,2
মনে আছে যেইদিন রুপসা ব্রিজ ওপেন হয়,2
মন্তব্য নিজের খেয়ে বনের মোষ তাড়ানোর কি দরকার আপনার এতো জিওগ্রাফি চ্যানেল আমি একটু বেশি দেখি,2
মফিজ,1
মরি যা বে হালার হালা অত মানুষ মরে তোর মরণ নাই ফুরিন দেখলেই ল্যাটাল্যাটি করা,1
মহিন বাপ্পি খুরশিদ অনিম রুবেল নির্ঝর আহমেদ মোহাম্মদ ফারুক দেখেন চুদানিপুতের অবস্থা,1
মাংগের স্টাইল হালার,1
মাগি তোর বোদায় বাশ দিবে আশতেছে তুই মিথ্যা গুজব ছড়াইছত আসতেছে পুলিশ,1
মাগি শেষ মেস খুলে ফেললো,1
মাগির ছেলে তুই কবে মানুষ হবি,1
মাগির পোলা সারারাত মদ খেয়ে লেসবূ পিক আপ্লোড করতে আসছে সবাই মাদারীকে দুচে দিন,1
মাগিরপোলারে দেখে হাসতে হাসতে বিচি ফুসফুস এ উঠে আটকায়া,1
মাগীর পোলা তোরে ট্রাস ট্রাস করে সুদে,1
মাথার সামনে হাগু করেচে কে,1
মাদারচুত আর সময় পাইলি না পোস্ট দেওয়ার লেবু তর নুনুর চিদ্র দিয়া ডুকা,1
মাদারচোদ,1
মাদারচোদ তোর বাপ যেই লাল কনডম পইড়া লাগাইসিল ওই কনডম টাই বড় হইয়া তুই হইসস,1
মাদারজাদ মুছ গুলাতে যদি অক্টেন মাইরা আগুন লাগাই দিতে,1
মাদারদোচা তোরে আইজকা গাইল্লামু না কজ টুডে জুমাবার টাইম এসব হোগামারা ফডু দিয়া মাইনষের হাগু বারাইস না কইলাম আবালচোদা,1
মাননীয় অসাধারণ জনগন,2
মান্দার পো মান্দা এম ই এস এর সামনে তিন চারটা চোক্কা বিশাল স্টিলের টাওয়ার পুলাপাইন খেপলে কিন্তু দুই পায়ে দুই টনের দুইডা বস্তা বাইন্দা পুটকির রঙন রিদ্দ থুক্কু ছিদ্র বরাবর টাওয়ারে ফিট কইরা বসায়া দিবো তাইলে ক্যাত কইরা হান্দায়া যাইবো বান্দির দ্যা ওয়ে তাবিজ্জা মাদার্চুদে কি বিড়ি খাইয়া বিড়ির সোকা তর গোয়ায় না ফালায়া কি তর মাথায় আহারে চুল গুলা পুইড়া গেছে,1
মামা তুই ইন্ডিয়া চলে তারা লেসবুদের এলাউ এখানে আর ডলাডলি চুদানোর পিক আপ্লোড করিসন মাইয়া মাইয়ার ডলাডলি দেখতে ভালো,1
মামা হাল্কা পড়িস কইলাম,1
মামা হুমায়ুন কবীর,2
মাল,1
মাল তো আউট,1
মালটু কেপালেক জেন,1
মাশা লাগছে আমাদের জন্য একটু দোয়া করবেন হয়ত হাজার কমেন্টের মাঝে এই কমেন্ট আপনার কাছে না ও পৌঁছাতে পারে তারপরও বলছি দোয়া চাই,2
মিয়া আপা,1
মিয়া খলিফার কপি,1
মিয়া খলিফার মতো লাগছে,1
মেঘ কাব্য আরিফ,1
মেডিকেল সার্টিফিকেট দেখাতে পারলে কাজ হবে,2
মেসি গোল করার পর যেই আনন্দটা লাগে তার থেকে বেশি আনন্দ লেগেছে কাতারের বিরুদ্ধে জামাল ভুইয়ার মিনিটে করা লিগ বা দেশ নিয়ে কতো দেন আজকের এই আনন্দের রাতে বাংলাদেশের ফুটবলার দের নিয়ে এ ভরিয়ে,2
মেয়েরা তোমরা গাড়ির টিউব আমরা গাড়ির টায়ার,1
যতদিন উন্নয়নের নেত্রী দেশরত্ন শেখ হাসিনা হাতে থাকবে দেশ পথ হারাবেনা বাংলাদেশ বাংলা জয় বঙ্গবন্ধু,2
যতদিন রবে পদ্মা মেঘনা গৌরী যমুনা বহমান ততদিন রবে কীর্তি তোমার হে জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমান,2
যদি এটা দি তাহলে কি দিবা,1
যদি মিথ্যে কথা বলে প্রেসনোট দেয় তবে সে সরকারের উপর মানুষের বিশ্বাস থাকতে পারে না শেখ মুজিবুর রহমান রোজনামচা,2
যাই করছে পরিশ্রম করে তো চুরি করে তো আর খাচ্ছে না রেস্পেক্ট,2
যাহা লাগছে না,1
যে আপনাকে কষ্ট দিয়েছে থাকে শুধু গালি দেন অন্য কাউকে না ঠিক আছে,1
যে দেশে বঙ্গবন্ধুর মত আদর্শবান ও গুনি ব্যক্তিদের নির্মমভাবে স্বার্থের কারণে হত্যা করা হয় সেদেশে জাতী কি আশা করতে,2
যেকোনো বয়সের করে ভোদার জ্বালা মিটাতে চাইলে আমাকে এড দাও অথবা নক,1
রাতে নেংট্যা দিনে শয়তানের খাড়া ঝিলকি,1
রাতের,2
রাফি রাফি,2
রুচিবোধের তারিফ করতে হয়,2
রুমে শুয়ে স্ক্রল করতেছিলাম হটাৎ শাউয়াডার খোমা দেইখা কইয়া এমন জোড়ে চিল্লান দিয়া উঠছি পাশের ফ্ল্যাটের মানুষ চলে আসছে আর সাথে সাথে আবিষ্কার করলাম রাগের সোদনে কুতনের চোটে পাছা দিয়া গু বাইর হইয়া গেছে শাউয়াডা বাল আমার,1
রেডি,2
রেপ,1
লম্বা খোলা চুলে তুমাকে খুব সেক্সি,1
লাইটিং মারাত্নক এসেছে,2
লাগছে,2
লাদেন কাকা আপনারে অনেক মিস করতাছি কত্ত জায়গায় বোম ফালাইছেন মানষের গালাগালি শুনছেন মরার আগে একটা সুযোগ ছিলো সমস্ত বাঙালীদের কাছ থেকে বাহবা শুনার যদি আরিপ্পার গোয়ায় একটা বোমা মারতে পারতেন আফসুস,1
লাভ,2
লাভ,2
লে পাটাকা,1
লেসবিয়ান গ্রুপ,1
লোকমান হোসেন,2
শাওন,2
শাওয়া মারানির মুখ দেখলেই গা জ্বলে যায় ইচ্ছে করে তোর গোয়ার ভিতরে কুত্তার হোল ঢুকাইয়া তোরে মাটির সাথে ছেচরাই খাংকি একটা,1
শাকিব তোরে কেমন করে চুদে,1
শালা তোকে হাল্কা চুদে ফর্মে এনেরাস্তায় ফেলে চোদা চোদা চোদা চোদা চোদা চোদা চোদা চোদা চোদা চোদা চোদা চোদা চোদা চোদা চোদা বেগুন চোদা চোদা চোদা চোদা চোদা চোদা চোদা চোদা চোদা চোদা চোদা চোদা চোদা চোদা চোদাআরিপ্পা মাদারচোদ তোর গুয়া তাবিজ্জারে দিয়া ব্লাস্ট করুম,1
শালার হুগার মাঝে ঠাস ঠাস করে পাঁচটা পচা ডিম ঢুকিয়ে দিতে পারলে নিজেকে সার্থক বলে মনে করতাম,1
শুধু মোটিভেশনাল স্পিচ দিলেই হয় না মোটিভেশনাল টাস্ক করে দেখাতে আপনি তো আবার দুমুখো একবার তে থাকেন তো একবার এ ঘুরে এমন মানুষেের সমাজে বেচে থেকে সমাজের মানুষকে দিকনির্দেশনা দেওয়ার কতটুকু যোগ্যতা কি তাকে অনুসরন করা তরুন প্রজন্মের জন্য মঙ্গলজনক বলে আপনি মনে বাধিত,2
শুধু মোটিভেশনাল স্পিচ দিলেই হয় না মোটিভেশনাল টাস্ক করে দেখাতে আপনি তো আবার দুমুখো একবার তে থাকেন তো একবার এ ঘুরে এমন মানুষেের সমাজে বেচে থেকে সমাজের মানুষকে দিকনির্দেশনা দেওয়ার কতটুকু যোগ্যতা কি তাকে অনুসরন করা তরুন প্রজন্মের জন্য মঙ্গলজনক বলে আপনি মনে বাধিত,2
শুনো তুমি বুয়া আমি জোয়ান,1
শুয়োরের কুত্তার হারামির খান্কি মাগির চুদির চুদির তর মায়রে তর মায়রে শালার পো হুমুন্দির মাঙ্গির নাটকির ল্যাউড়ার মাউড়া গুয়ার ভিতরে হোগার ভিতরে ভইড়া ঠ্যাঁঙ কাইট্টা পুটকি দা ভইরা হালা ল্যাওড়া তর পুটকিত ধান ছড়াইয়া চড়ুই দিয়া বালি দিয়া চুদমু তরে খাঙ্কি রয়েল বেঙ্গল তোর হউরিরে ছি ছি আল তোর জাঙ্গীয়া খুইল্যা আগুন লাগায় বাল ফালায়া খালে বাল ফালায়া আটিঁ বালে বালে গোলাম মইত্যা বাপের আগে বাল ভোদার বাল ধোনের টেংরি ভাইংগা হাতে ধরায়া নটি নটি মাগির নটি মাগির গুদের বেশ্যা বাল ফালাইয়া আটি ভৈরব পুকটি মারা গাড় মারা ভইরা মাঙ্গের উপ্তা কইরা মাঙ্গের চুদনা ভাতার গরম ডিম উপ্তা কইরা চুদা গোস্তের লাঠি ধোন কাইট্টা কুত্তা দিয়া চুতমারানীর তর মায়েরে চিচিং কান্দে ফালাইয়া তর মায়েরে পুটকিতে বাশ চামড়া ছুইল্লা লবণ লাথ্থি উষ্টা ইউনুস,1
শেফুদা বলছে মানুষ হতে হলে মদ খাওয়া লাগে আর তুমি এখনো মেয়ে নিয়ে,1
শেয়ার করে দেখে নাও ম্যাজিক,2
সকাল সকাল লেসবো দেখতে ভাল ঠেকেনা রে গোলামের পুত,1
সঠিক বলেছেন ভাইয়া সহায়তা না দিয়ে হুট করে বন্ধ করে দেয়াটা উচিত হবেনা,2
সত্যিই আমারও এই জায়গাটা অসাধারণ,2
সব কিন্তু পেছনের তালগাছ বড়টা,2
সব খুলে একবার,1
সব ছেলেরা জদি কুত্তার বাচ্চা হয় তোর মা বাবা ও তো কুত্তার বাচ্চা কারন তুই তো খানকি তোর কোন সরম লজ্জা আছি নাকি কতজন লেছের সাথে চুদা খাছ তার কোন হিসাব নাই তোদের মত মেয়েদের জন্মের ঠিক নাই তাই তাই সব ছেলেদের গালিদেছ এখনও সময় আছে ভাল হয়ে যা আর কোন দিন গালি দিবি না সব ছেলেরদেন কারন সবাই একনা একটা কথা বলি তোকে যে বিয়ে করবে তার জীবন সেষ কারন তুই কত ছেলের সাথে রাত কাটাছ তার কোন হিসাব নাই তোর তো জাহাননামেও জায়গা হবেনা,1
সব মিলা দিলনাশি এক তু হি মনে পড়লো,1
সব মেয়েরা চিটারের বচচা,1
সরি বন্ডু গালির স্টক একটা না দিলে তোর তো হোগার জ্বালা কমবো না,1
সাইকেল চালাচ্ছিলাম পোস্ট টা পড়ে গেলাম উদ্ধার কর্মীরা উদ্ধার করতে গিয়ে পোস্ট তারাও হাসতে হাসতে,1
সাকিব ভাইয়া এশিয়া কাপে তোমাদের স্বাগতম,2
সাকিব ভাইয়া মিড নাইট পোস্ট যাক ভালোই লাগলো আপনি এশিয়া কাপ খেলার জন্য রাজি হওয়ায় অনেক খুশি হয়েছি এবারের কাপটা চাই ভাইয়া আপনার হাতে উঠুক সেরা অলরাউন্ডার আমাদের আছে তাই ভয় পাচ্ছি না,2
সাকিব সত্যিই নিজের জন্যই খেলে দেশের জন্য তাই এশিয়া কাপের আগে ইঞ্জুরি থাকলেও অপারেশন হুম সত্যিই সাকিব নিজের স্বার্থ,2
সাধারণ,2
সানি আন্টি টু,1
সারা দেশ যখন স্থবিরতায় সয়লাব তখন তুই দেস পোস্ট তুই মেইবি জানছ না তোর আরেকটা বন্ধু এখন আর তোরে গাইল্লাইতে চায়না এখন গাইল্লাইবো তোর বন্ধু আয়মান রে কম দেইখা যদি বিভাবরী হয়ে যাও কবু বিচরণ করিয়ো হিজলা হওয়ার টি উপায় নিয়া আসা তোমার বন্ধু আয়মান এর মিনিট,1
সালা কি সুন্দর দেখতে ভীষণ হিংসে হয়,1
সালার মাত্র ভাতের প্লেট টা সামনে নিলাম অমনি তোর মাথার উপরে গু মাখা বাল দেইখা দুপুরে খাওয়ার পোংগামারা গেছে হালা বারা পুটকি আরিপ্পা হেডারপু তরে মাডিত ফালাইয়া পারামু,1
সালি মনে করতাম তুই সানি লিওন কিন্তু এখন তো দেখি মিয়া খালিফা হইয়া গেলি,1
সালীনতা নিয়ে স্টাইল করুন,1
সুখন ভাই দশজনের দশটা মন্দ কথা উপেক্ষা করে দেশের জন্য কথা বলার মানুষের এই সমাজে বড় অভাব থামবেন না ব্রাদার এভাবেই আলো ছড়িয়ে যেতে থাকুন একদিন এদেশের সুদিন আসবেই ইনশাআল্লাহ,2
সুন্দরি মেম হ্যালো,2
সুসজ্জিতা সুন্দরী,1
সে ফু দা তোর পোদ মারার জন্য নাকি ভিয়েনা থেকে আসতিছে শুনলাম,1
সেই কি কুওার বাচ্চা,1
সেক্সি,2
সেক্সি পিক আপলোড করো,1
সেক্সি পোশাকে দেখতে চাই,1
সেক্সের জালায় অস্থির যদি কোন স্মার্ট ও সেক্সি আপু ভাবি আন্টিরা সেক্স চ্যাট বা ফোন সেক্স করে গুদের জালা মিটাতে চাও তাহলে এ্যাড দাও পাঠান আমার এ,1
সেটাই আবালচোদা,1
সেফুদা কি এই বাল্ডারে,1
সো সেক্সি,2
সোহাইব চৌধুরী,2
স্বপ্ন হীন ছেলে জাছেম,2
স্যার আপনার লেখা পড়েই দিনশেষে একটু স্বস্তি পাই আমিও এসএসসি পরীক্ষা দিয়েছি এবার আপনার সাথে বইমেলায় কথা বলেছি এসব মানুষের কমেন্ট পড়ে লজ্জা হচ্ছে আমরা আসলে জাতি হিসেবে ভীষণ অকৃতজ্ঞ,2
স্যার আপনার লেখা পড়েই দিনশেষে একটু স্বস্তি পাই আমিও এসএসসি পরীক্ষা দিয়েছি এবার আপনার সাথে বইমেলায় কথা বলেছি এসব মানুষের কমেন্ট পড়ে লজ্জা হচ্ছে আমরা আসলে জাতি হিসেবে ভীষণ অকৃতজ্ঞ,2
স্যার আপনি একজন আইডিয়া অ্যান্ড আইডিয়া ইজ বুলেটপ্রুফ আপনাকে কেউ কখনো কেড়ে নেবার ক্ষমতা রাখে না,2
স্যার আপনি একজন আইডিয়া অ্যান্ড আইডিয়া ইজ বুলেটপ্রুফ আপনাকে কেউ কখনো কেড়ে নেবার ক্ষমতা রাখে না,2
সয়ং ম্যাজিক,2
সয়তান অসভ্য ফাজিল নোংরা অভদ্র বেয়াদব বেঈমান মুনাফেক ম্যাড মুফিজ ও মুফিকার আতেল লজ্জাহীন থাপ্পড় খাবি কাল্লু নিগ্রো ভেরুশ মোটা মটকী ফাক বিচ সান অফ বিচ নন সেন্স বাস্টার্ড বলদ গাভি চাংগা মাংগী কিপটা ফকির কালাসনা গণ্ডার পাগল লোভী কালা রাস্কেল স্টুপিড ননসেন্স ইডিয়ট দুষ্টু বুদাই মিছকা শয়তান বাটফাকার গনোরিয়া বেটি টেরা সাউয়া হাউয়া সাউয়ার পো হাউয়ার পোলা লাও শালা পুটকি চুদি মদন মদনকুমার মদখর গাঞ্জাখোর গাঞ্জাঢুকা পাছামোটা ভাগামোটা মোটা ভাগা ধনের আগা মোটা জারজ গারদ হাবলা কেবলা হাব্ব্র হাব্বর বদ ভুস্কি মাগির পোলা ঘরোয়া বেশ্যা সেলফি বেশ্যা লম্পট পাগলু পাগলার বাচ্চা হাউয়া পাগল পাগস পাগো টিকির ডিম মুরগীর বাচ্চা মুরগীর পুত অবৈধ বাচ্চা পেট ছে পর্ণ পাগল পর হালা কুত্তার দালাল মাগির দালাল শালার বাচ্চা ভেনডি মাগী ভেনডি মাগির পুত কালা জাইঙ্গা টেরা মাগী ফাকার ফাকির লুইচ্ছা গুয়া গুয়া চাটা গুয়া চাটা পোলা বুড়ি মাগি বান্দির পো পেটমোটা ভুঁড়িয়ালা কুত্তার বাচ্চা শুয়োর শুয়োরের বাচ্চা বারাভাদাইম্মা কইল্লাকচর খাঙ্কি খাঙ্কিমাগি হারামজাদা হারামি একবীচী বগা ঘোড়া বূড়ূজ লাটিম পাগল কাইটটা কাইটটা লাউয়া লাটু ভুত চুদা বেগুনচুদা পাকসেনা চুদা পাকসেনার চুদা খাইয়ে রসুন চুদা লাল কনডম আবাল হাওয়া হাওয়ার পো মগা নর্দমার মাগি চদা ড্রেনের পিচেট পচা কাথাল কষ চোদা কাঁঠাল চুদা হাঁদারাম পাগলাবাই ঘারা পাগলা ঘারতেরা মাগী পামুস হামুস মামুস কাউয়ার কইলজা লটি বুদা ভুতিনি চন্দ্রিমা ভুতিনি চোদনা চোদনখোর কাঁঠালচদা ভগচদা পাকা গুয়া গাড়াভুদাই রাম ভুদাই কালা কুত্তা খাইয়ে নেংটি কষাই রেন্দি সালা রেন্দি লম্বা গু চোদা লম্বা গু চদা মাগি মাগি জাতির পুৎ ধাপকা বাইনচদ বাড়া ভাদাইম্মা ধল ভাদাইম্মা তোর মায়রে বাল পাকি দালাল বাঘা বাইন চোদ বেঁকা বাইন চোঁদ বাইনপোদ লাটুঘাগু বালের বাচ্চা পোদমারান নেঙটা পাগল লুইচ্ছার বাপ কালাধন চ্যাঁটের বাল রেনডি সালা সালা পাকি রাজাকারের ধন রাজাকারের চুদা খাইয়ে তেল গুয়া মালগুয়া ভগচুদা ভগচদা নিগ্রোচদা পোদখোর জাওরা জাওরার পো লালবিচি তিন বিচি হাগা সুছে না রশমোছা ছাগলচদা রাম ভদাই বাইন চোদ লটি মাগি বাচ্চা বেশ্যা রাজ বেশ্যা নোংরা বেশ্যা নোংরা পিচাট গরিবের পো নটি মটর পো বেশ্যাখর বেশ্যার লাও বাহারি বাইনচদ খানকি মাগি পচা বুনি ভগা ভগুলদার ভাগ্নি চুদা ধলতা মান্দার পো হুগা গুয়ারপো বান্দি বান্দির পো পুটকির ভিত্রে গাঞ্জা চুদিরভাই বাইনচোৎ লাল বিচি শুকনা বিচি ফাদারচোদ বান্দির বাচ্চা পুকচুদ ভুদামারানি রেন্ডি হাওয়া চুদা রেন্ডিচুদা খানকিরপো মাদমারানির পো গুয়ার পো নর্তকির পোলা চ্যাটের বাল হরির পোলা হরির প ঘোরার বাল আদা চোদা কশাই চোদা মাতা চোদা মুরগী চোদা ভেরা চদা হাস চদা বেজী চোদা কাউয়ারপুটকা ভেরা চুদা চুদির বাল খানকির পোলা খাঙ্কি মাগি থাপাবনে ঠাপাবনে খাঙ্কি খাঙ্কিমাগি ভুদার মাগি পুটকি চোদা বামন চদা পো চুদনা কাটি মারানিরপোলা লেলি কুত্তা পুংগারবাচ্চা শালা চুদানির শালা চুদানিরমাদ মারানির মাদ্মারানি পুকচুদানি মায়রে চুদি তর বোনেরে চুদি,1
হট,2
হট,1
হট এন্ড সেক্সি,2
হট বেবি,1
হটি,2
হটের ডিব্বা,1
হাই,2
হাই প্রবাসী বন্ধুরা সুমি আমার ইমো নাম্বার ইমো সেক্স করি টাকা অডিও টাকা শুধু মাএ যারা কাজ করবেন তারাই কল দিবেন দায় এটা করি কেউ মজা করবেন কারণ না,1
হাইগে দিছে নাকি,1
হাগা কষা হয়ে গেল ডাক্তার বলল এই রোগের চিকিৎসা,1
হাতি,1
হাল্কা কমেন্ট পইরা যাইও,1
হাসিনার সোনা,1
হায়,2
হায় আলিপ্পা হোগার পিক ফেবুতে আপলোড করেন,1
হায়রে বাঙ্গালী একজন মানুষ পবিত্র হজ্ব করতে গেছে তারে নিয়েও আজে বাজে কথা বলে এরা ভাবেনা আল্লাহ যাকে কবুল করে সেই মাত্র মক্কা মদিনায় যেতে পারে সুবাহানআল্লাহ কাতারে থেকে উমরাহ করার জন্য সৌদি বডার পার হতে পারিনা সব সময় আল্লাহকে বলি আল্লাহ আমাকেও তোমার ঘর দেখার তৌফিক দান করো হজ্ব করার তৌফিক দান করো ইব্রাহিম কাবা নির্মান করলেন তার পর আল্লাহ আজান দিতে বলেন ইব্রাহিম আজান দেওয়ার পর সবার কানে ওই আজান পৌছে যায় যারা দুনিয়াতে ছিল তারা যে মায়ের পেটে ছিল সেও এমনকি যারা দুনিয়াতে আসেনি বা মায়ের পেটেও আসেনি তারাও ওই আজান শুনতে পেয়েছিল তখন ওই আজান শুনে যারা বলেছিল তারাই শুধু মাত্র হজ্ব করার জন্য মক্কা মদিনায় যেতে পারে আলহামদুলিল্লাহ আমাদের উচিত যে হজ্বে গেল তার জন্য দুয়া করা এবং নিজে যেন হজ্বে যেতে পারি সে জন্যেও দুয়া করা,2
হিজরা আবার পেশা কবে থেকে,2
হিজড়া একটা,1
হেডারপুত এইডা বালের ভাষন একটা মানুষও নাই তুর এই বালের ভাষন শুনার জন্য,1
হ্যাঁ ঢাকার এই অংশ টা নিচের অংশে খালি জ্যাম আর জ্যাম,2
